NORRBECK INSTRUMENTS - EXPENSE LEDGER, JANUARY-JUNE 2025
Amounts are in the original currency of the claim. Negative amounts are reversal entries.

TXN        | Date       | Employee | Amount       | Cur | Category  | Status   | Note
TXN-01093 | 2025-06-20 | E-1096   |       259.55 | USD | SUPPLIES  | APPROVED |
TXN-01109 | 2025-06-20 | E-1062   |       919.53 | GBP | SOFTWARE  | APPROVED |
TXN-01110 | 2025-06-20 | E-1018   |       122.80 | GBP | MEALS     | APPROVED |
TXN-01167 | 2025-06-20 | E-1096   |       101.17 | USD | SUPPLIES  | APPROVED |
TXN-01185 | 2025-06-20 | E-1081   |       -98.95 | EUR | MEALS     | APPROVED | reversal of TXN-01047
TXN-00978 | 2025-06-21 | E-1091   |     1,817.54 | EUR | CONF      | APPROVED |
TXN-00992 | 2025-06-21 | E-1026   |     6,429.63 | USD | EQUIPMENT | APPROVED |
TXN-01079 | 2025-06-21 | E-1076   |     1,034.11 | GBP | CONF      | APPROVED |
TXN-01126 | 2025-06-21 | E-1051   |     2,387.53 | EUR | SOFTWARE  | APPROVED |
TXN-01144 | 2025-06-21 | E-1061   |       733.45 | CHF | TRAVEL    | APPROVED |
TXN-01150 | 2025-06-21 | E-1066   |     1,238.94 | CHF | TRAVEL    | APPROVED |
TXN-01176 | 2025-06-21 | E-1011   |       251.66 | CHF | MEALS     | APPROVED |
TXN-00952 | 2025-06-22 | E-1086   |       106.64 | CHF | SUPPLIES  | APPROVED |
TXN-00969 | 2025-06-22 | E-1071   |       286.16 | EUR | SUPPLIES  | APPROVED |
TXN-00994 | 2025-06-22 | E-1063   |       269.24 | GBP | SUPPLIES  | APPROVED |
TXN-01060 | 2025-06-22 | E-1039   |     3,327.65 | EUR | EQUIPMENT | APPROVED |
TXN-01071 | 2025-06-22 | E-1056   |        33.46 | GBP | MEALS     | REJECTED |
TXN-01080 | 2025-06-22 | E-1056   |       273.82 | EUR | SUPPLIES  | APPROVED |
TXN-01095 | 2025-06-22 | E-1026   |     1,525.54 | EUR | CONF      | REJECTED |
TXN-01117 | 2025-06-22 | E-1001   |       598.98 | EUR | SOFTWARE  | APPROVED |
TXN-01129 | 2025-06-22 | E-1002   |     1,314.42 | GBP | CONF      | APPROVED |
TXN-01058 | 2025-06-23 | E-1021   |     1,525.62 | USD | CONF      | APPROVED |
TXN-01073 | 2025-06-23 | E-1026   |     1,622.44 | GBP | CONF      | APPROVED |
TXN-01087 | 2025-06-23 | E-1087   |       279.07 | GBP | MEALS     | PENDING  |
TXN-01098 | 2025-06-23 | E-1036   |       213.56 | EUR | TRAVEL    | APPROVED |
TXN-01111 | 2025-06-23 | E-1086   |     3,727.30 | EUR | EQUIPMENT | APPROVED |
TXN-01153 | 2025-06-23 | E-1072   |       367.18 | USD | SUPPLIES  | APPROVED |
TXN-01162 | 2025-06-23 | E-1038   |       713.69 | USD | TRAINING  | APPROVED |
TXN-00957 | 2025-06-24 | E-1016   |        56.54 | EUR | SUPPLIES  | APPROVED |
TXN-00959 | 2025-06-24 | E-1070   |       190.29 | USD | MEALS     | APPROVED |
TXN-00966 | 2025-06-24 | E-1094   |     1,535.07 | EUR | CONF      | APPROVED |
TXN-00967 | 2025-06-24 | E-1095   |     1,567.62 | GBP | TRAVEL    | APPROVED |
TXN-00985 | 2025-06-24 | E-1041   |     1,917.69 | USD | CONF      | APPROVED |
TXN-01005 | 2025-06-24 | E-1056   |     1,524.92 | EUR | TRAINING  | APPROVED |
TXN-01007 | 2025-06-24 | E-1060   |       423.76 | EUR | SUPPLIES  | APPROVED |
TXN-01057 | 2025-06-24 | E-1078   |       182.59 | EUR | MEALS     | APPROVED |
TXN-01066 | 2025-06-24 | E-1096   |        99.23 | USD | MEALS     | APPROVED |
TXN-01133 | 2025-06-24 | E-1063   |     4,933.60 | EUR | EQUIPMENT | APPROVED |
TXN-01156 | 2025-06-24 | E-1027   |     1,000.83 | EUR | CONF      | APPROVED |
TXN-01171 | 2025-06-24 | E-1044   |     2,079.87 | EUR | TRAINING  | APPROVED |
TXN-01001 | 2025-06-25 | E-1020   |       871.08 | EUR | TRAVEL    | APPROVED |
TXN-01046 | 2025-06-25 | E-1005   |       448.88 | EUR | SOFTWARE  | PENDING  |
TXN-01076 | 2025-06-25 | E-1086   |       894.44 | EUR | SOFTWARE  | APPROVED |
TXN-01089 | 2025-06-25 | E-1081   |     2,332.57 | EUR | SOFTWARE  | APPROVED |
TXN-01092 | 2025-06-25 | E-1011   |     5,716.09 | EUR | EQUIPMENT | APPROVED |
TXN-01124 | 2025-06-25 | E-1043   |     1,361.78 | EUR | SOFTWARE  | APPROVED |
TXN-01157 | 2025-06-25 | E-1076   |       688.06 | USD | TRAINING  | APPROVED |
TXN-01158 | 2025-06-25 | E-1012   |     1,169.01 | CHF | TRAINING  | APPROVED |
TXN-00958 | 2025-06-26 | E-1042   |     1,743.29 | GBP | SOFTWARE  | APPROVED |
TXN-00980 | 2025-06-26 | E-1051   |       301.60 | EUR | SUPPLIES  | APPROVED |
TXN-00982 | 2025-06-26 | E-1022   |     6,475.28 | EUR | EQUIPMENT | APPROVED |
TXN-00988 | 2025-06-26 | E-1052   |       361.03 | EUR | SUPPLIES  | APPROVED |
TXN-00990 | 2025-06-26 | E-1082   |       213.85 | CHF | SUPPLIES  | APPROVED |
TXN-01028 | 2025-06-26 | E-1007   |     6,705.34 | GBP | EQUIPMENT | APPROVED |
TXN-01038 | 2025-06-26 | E-1046   |       404.97 | EUR | SUPPLIES  | REJECTED |
TXN-01061 | 2025-06-26 | E-1056   |     5,881.74 | EUR | EQUIPMENT | APPROVED |
TXN-01121 | 2025-06-26 | E-1032   |       440.88 | EUR | CONF      | APPROVED |
TXN-01165 | 2025-06-26 | E-1081   |     1,747.01 | EUR | EQUIPMENT | APPROVED |
TXN-01175 | 2025-06-26 | E-1031   |       652.85 | EUR | CONF      | APPROVED |
TXN-01181 | 2025-06-26 | E-1063   |       537.76 | GBP | TRAVEL    | APPROVED |
TXN-00975 | 2025-06-27 | E-1001   |     1,716.50 | CHF | TRAINING  | APPROVED |
TXN-01032 | 2025-06-27 | E-1051   |     1,843.65 | EUR | SOFTWARE  | APPROVED |
TXN-01114 | 2025-06-27 | E-1046   |       725.96 | CHF | TRAVEL    | APPROVED |
TXN-01163 | 2025-06-27 | E-1031   |       378.69 | USD | CONF      | APPROVED |
TXN-00955 | 2025-06-28 | E-1011   |       625.10 | USD | CONF      | APPROVED |
TXN-01043 | 2025-06-28 | E-1075   |     3,395.18 | GBP | EQUIPMENT | APPROVED |
TXN-01053 | 2025-06-28 | E-1023   |       117.20 | USD | MEALS     | APPROVED |
TXN-01083 | 2025-06-28 | E-1056   |       165.73 | GBP | MEALS     | APPROVED |
TXN-01116 | 2025-06-28 | E-1016   |       235.74 | EUR | MEALS     | APPROVED |
TXN-01134 | 2025-06-28 | E-1031   |     1,084.14 | USD | TRAINING  | APPROVED |
TXN-01136 | 2025-06-28 | E-1087   |       240.89 | EUR | SUPPLIES  | PENDING  |
TXN-01182 | 2025-06-28 | E-1063   |     1,895.63 | EUR | TRAINING  | APPROVED |
TXN-01184 | 2025-06-28 | E-1077   |       863.62 | USD | SOFTWARE  | APPROVED |
TXN-01200 | 2025-06-28 | E-1053   |      -369.36 | EUR | TRAVEL    | APPROVED | reversal of TXN-00974
TXN-01207 | 2025-06-28 | E-1063   |    -1,895.63 | EUR | TRAINING  | APPROVED | reversal of TXN-01182
TXN-01215 | 2025-06-28 | E-1087   |    -2,064.74 | GBP | TRAINING  | APPROVED | reversal of TXN-01138
TXN-01023 | 2025-06-29 | E-1001   |        54.51 | USD | MEALS     | APPROVED |
TXN-01164 | 2025-06-29 | E-1076   |       190.56 | GBP | SUPPLIES  | APPROVED |
TXN-00956 | 2025-06-30 | E-1008   |     4,108.95 | GBP | EQUIPMENT | APPROVED |
TXN-01031 | 2025-06-30 | E-1086   |       776.17 | CHF | SOFTWARE  | APPROVED |
TXN-01063 | 2025-06-30 | E-1060   |       625.78 | EUR | TRAINING  | PENDING  |
TXN-01081 | 2025-06-30 | E-1011   |     8,393.80 | EUR | EQUIPMENT | APPROVED |
TXN-01100 | 2025-06-30 | E-1018   |       115.96 | CHF | MEALS     | APPROVED |
TXN-01101 | 2025-06-30 | E-1036   |       997.59 | EUR | TRAINING  | APPROVED |
TXN-01127 | 2025-06-30 | E-1041   |     2,479.29 | CHF | EQUIPMENT | APPROVED |
TXN-01177 | 2025-06-30 | E-1023   |     3,562.46 | USD | EQUIPMENT | PENDING  |
TXN-01180 | 2025-06-30 | E-1026   |     7,053.33 | EUR | EQUIPMENT | REJECTED |
